Date,case_rate,cases,death_rate,deaths,location
05/20/2020,288.56,163,5.31,3,LOS ANGELES - WILMINGTON
05/20/2020,388.68,195,27.91,14,LOS ANGELES - WILSHIRE CENTER
05/20/2020,473.1,245,5.79,3,LOS ANGELES - WINNETKA
05/20/2020,213.06,145,14.69,10,LOS ANGELES - WOODLAND HILLS
05/20/2020,125.45,10,12.55,1,UNINCORPORATED - ACTON
05/20/2020,96.2,4,0,0,UNINCORPORATED - AGUA DULCE
05/20/2020,295.74,129,11.46,5,UNINCORPORATED - ALTADENA
05/20/2020,66.31,1,0,0,UNINCORPORATED - ANAVERDE
05/20/2020,0,0,0,0,UNINCORPORATED - ANGELES NATIONAL FOREST
05/20/2020,75.18,6,12.53,1,UNINCORPORATED - ARCADIA
05/20/2020,431.18,183,16.49,7,UNINCORPORATED - ATHENS-WESTMONT
05/20/2020,449.25,22,40.84,2,UNINCORPORATED - ATHENS VILLAGE
05/20/2020,280.44,19,14.76,1,UNINCORPORATED - AVOCADO HEIGHTS
05/20/2020,276.33,44,6.28,1,UNINCORPORATED - AZUSA
05/20/2020,452.18,67,6.75,1,UNINCORPORATED - BASSETT
05/20/2020,0,0,0,0,UNINCORPORATED - BOUQUET CANYON
05/20/2020,0,0,0,0,UNINCORPORATED - BRADBURY
05/20/2020,439.96,34,0,0,UNINCORPORATED - CANYON COUNTRY
05/20/2020,1040.79,283,3.68,1,UNINCORPORATED - CASTAIC
05/20/2020,0,0,0,0,UNINCORPORATED - CERRITOS
05/20/2020,0,0,0,0,UNINCORPORATED - CHARTER OAK
05/20/2020,0,0,0,0,UNINCORPORATED - CLAREMONT
05/20/2020,303.23,51,0,0,UNINCORPORATED - COVINA
05/20/2020,258.67,34,0,0,UNINCORPORATED - COVINA (CHARTER OAK)
05/20/2020,273.16,12,22.76,1,UNINCORPORATED - DEL AIRE
05/20/2020,0,0,0,0,UNINCORPORATED - DEL REY
05/20/2020,82.82,2,41.41,1,UNINCORPORATED - DEL SUR
05/20/2020,200.56,5,40.11,1,UNINCORPORATED - DESERT VIEW HIGHLANDS
05/20/2020,338.75,15,0,0,UNINCORPORATED - DUARTE
05/20/2020,0,0,0,0,UNINCORPORATED - EAST COVINA
05/20/2020,207.86,11,0,0,UNINCORPORATED - EAST LA MIRADA
05/20/2020,0,0,0,0,UNINCORPORATED - EAST LANCASTER
05/20/2020,514.89,645,25.55,32,UNINCORPORATED - EAST LOS ANGELES
05/20/2020,46.85,3,0,0,UNINCORPORATED - EAST PASADENA
05/20/2020,228.64,35,6.53,1,UNINCORPORATED - EAST RANCHO DOMINGUEZ
05/20/2020,131.93,7,0,0,UNINCORPORATED - EAST WHITTIER
05/20/2020,193.38,17,0,0,UNINCORPORATED - EL CAMINO VILLAGE
05/20/2020,0,0,0,0,UNINCORPORATED - EL MONTE
05/20/2020,180.61,3,0,0,UNINCORPORATED - ELIZABETH LAKE
05/20/2020,641.37,415,21.64,14,UNINCORPORATED - FLORENCE-FIRESTONE
05/20/2020,0,0,0,0,UNINCORPORATED - FRANKLIN CANYON
05/20/2020,303.03,2,0,0,UNINCORPORATED - GLENDORA
05/20/2020,184.17,103,3.58,2,UNINCORPORATED - HACIENDA HEIGHTS
05/20/2020,0,0,0,0,UNINCORPORATED - HARBOR GATEWAY
05/20/2020,198.89,5,0,0,UNINCORPORATED - HAWTHORNE
05/20/2020,0,0,0,0,UNINCORPORATED - HI VISTA
05/20/2020,283.29,4,0,0,UNINCORPORATED - KAGEL/LOPEZ CANYONS
05/20/2020,131.31,26,5.05,1,UNINCORPORATED - LA CRESCENTA-MONTROSE
05/20/2020,0,0,0,0,UNINCORPORATED - LA HABRA HEIGHTS
05/20/2020,337.35,7,0,0,UNINCORPORATED - LA RAMBLA
05/20/2020,147.06,3,0,0,UNINCORPORATED - LA VERNE
05/20/2020,254.56,18,14.14,1,UNINCORPORATED - LADERA HEIGHTS
05/20/2020,149.7,1,0,0,UNINCORPORATED - LAKE HUGHES
05/20/2020,207.79,27,15.39,2,UNINCORPORATED - LAKE LOS ANGELES
05/20/2020,182.59,3,0,0,UNINCORPORATED - LAKE MANOR
05/20/2020,0,0,0,0,UNINCORPORATED - LAKEWOOD
05/20/2020,372.64,84,0,0,UNINCORPORATED - LENNOX
05/20/2020,114.22,2,0,0,UNINCORPORATED - LEONA VALLEY
05/20/2020,348.17,14,0,0,UNINCORPORATED - LITTLEROCK
05/20/2020,154.2,2,0,0,UNINCORPORATED - LITTLEROCK/JUNIPER HILLS
05/20/2020,448.3,16,0,0,UNINCORPORATED - LITTLEROCK/PEARBLOSSOM
05/20/2020,114.03,1,0,0,UNINCORPORATED - LLANO
05/20/2020,148.76,14,10.63,1,UNINCORPORATED - MARINA DEL REY
05/20/2020,0,0,0,0,UNINCORPORATED - MIRACLE MILE
05/20/2020,438.03,17,0,0,UNINCORPORATED - MONROVIA
05/20/2020,0,0,0,0,UNINCORPORATED - NEWHALL
05/20/2020,333.89,4,0,0,UNINCORPORATED - NORTH LANCASTER
05/20/2020,119.62,10,11.96,1,UNINCORPORATED - NORTH WHITTIER
05/20/2020,149.78,36,8.32,2,UNINCORPORATED - NORTHEAST SAN GABRIEL
05/20/2020,475.06,4,0,0,UNINCORPORATED - PALMDALE
05/20/2020,0,0,0,0,UNINCORPORATED - PALOS VERDES PENINSULA
05/20/2020,102.25,2,0,0,UNINCORPORATED - PEARBLOSSOM/LLANO
05/20/2020,0,0,0,0,UNINCORPORATED - PELLISSIER VILLAGE
05/20/2020,0,0,0,0,UNINCORPORATED - PLACERITA CANYON
05/20/2020,51.6,1,0,0,UNINCORPORATED - POMONA
05/20/2020,247.95,32,54.24,7,UNINCORPORATED - QUARTZ HILL
05/20/2020,488.54,13,37.58,1,UNINCORPORATED - RANCHO DOMINGUEZ
05/20/2020,0,0,0,0,UNINCORPORATED - ROOSEVELT
05/20/2020,388.8,5,0,0,UNINCORPORATED - ROSEWOOD
05/20/2020,0,0,0,0,UNINCORPORATED - ROSEWOOD/EAST GARDENA
05/20/2020,446.3,15,0,0,UNINCORPORATED - ROSEWOOD/WEST RANCHO DOMINGUEZ
05/20/2020,184.23,94,5.88,3,UNINCORPORATED - ROWLAND HEIGHTS
05/20/2020,0,0,0,0,UNINCORPORATED - SAN CLEMENTE ISLAND
05/20/2020,0,0,0,0,UNINCORPORATED - SAN FRANCISQUITO CANYON/BOUQUET CANYON
05/20/2020,242.32,49,4.95,1,UNINCORPORATED - SAN JOSE HILLS
05/20/2020,49.14,1,0,0,UNINCORPORATED - SAN PASQUAL
05/20/2020,0,0,0,0,UNINCORPORATED - SAND CANYON
05/20/2020,749.06,2,0,0,UNINCORPORATED - SANTA CATALINA ISLAND
05/20/2020,107.41,20,5.37,1,UNINCORPORATED - SANTA MONICA MOUNTAINS
05/20/2020,2580.65,4,0,0,UNINCORPORATED - SAUGUS
05/20/2020,0,0,0,0,UNINCORPORATED - SAUGUS/CANYON COUNTRY
05/20/2020,0,0,0,0,UNINCORPORATED - SOUTH ANTELOPE VALLEY
05/20/2020,222.84,4,0,0,UNINCORPORATED - SOUTH EL MONTE
05/20/2020,293.85,26,33.91,3,UNINCORPORATED - SOUTH SAN GABRIEL
05/20/2020,211.07,125,13.51,8,UNINCORPORATED - SOUTH WHITTIER
05/20/2020,0,0,0,0,UNINCORPORATED - SOUTHEAST ANTELOPE VALLEY
05/20/2020,133.55,28,0,0,UNINCORPORATED - STEVENSON RANCH
05/20/2020,182.24,11,0,0,UNINCORPORATED - SUN VILLAGE
05/20/2020,154.32,2,0,0,UNINCORPORATED - SUNRISE VILLAGE
05/20/2020,241.25,4,60.31,1,UNINCORPORATED - TWIN LAKES/OAT MOUNTAIN
05/20/2020,453.31,15,0,0,UNINCORPORATED - VAL VERDE
05/20/2020,227.86,7,0,0,UNINCORPORATED - VALENCIA
05/20/2020,252.45,59,8.56,2,UNINCORPORATED - VALINDA
05/20/2020,266.44,31,8.59,1,UNINCORPORATED - VIEW PARK/WINDSOR HILLS
05/20/2020,526.54,85,18.58,3,UNINCORPORATED - WALNUT PARK
05/20/2020,132.36,2,0,0,UNINCORPORATED - WEST ANTELOPE VALLEY
05/20/2020,407.5,90,40.75,9,UNINCORPORATED - WEST CARSON
05/20/2020,0,0,0,0,UNINCORPORATED - WEST CHATSWORTH
05/20/2020,2310.92,22,210.08,2,UNINCORPORATED - WEST LA
05/20/2020,335.54,33,0,0,UNINCORPORATED - WEST PUENTE VALLEY
05/20/2020,367.92,5,73.58,1,UNINCORPORATED - WEST RANCHO DOMINGUEZ
05/20/2020,352.83,95,14.86,4,UNINCORPORATED - WEST WHITTIER/LOS NIETOS
05/20/2020,0,0,0,0,UNINCORPORATED - WESTFIELD/ACADEMY HILLS
05/20/2020,0,0,0,0,UNINCORPORATED - WESTHILLS
05/20/2020,81.46,3,0,0,UNINCORPORATED - WHITE FENCE FARMS
05/20/2020,317.12,12,0,0,UNINCORPORATED - WHITTIER
05/20/2020,0,0,0,0,UNINCORPORATED - WHITTIER NARROWS
05/20/2020,360.9,126,11.46,4,UNINCORPORATED - WILLOWBROOK
05/20/2020,199.1,12,0,0,UNINCORPORATED - WISEBURN
05/21/2020,Case Rate,Cases,Death Rate,Deaths,CITY/COMMUNITY
05/21/2020,158.02,33,0,0,CITY OF AGOURA HILLS
05/21/2020,187.95,163,9.22,8,CITY OF ALHAMBRA
05/21/2020,119.47,69,8.66,5,CITY OF ARCADIA
05/21/2020,130.99,22,0,0,CITY OF ARTESIA
05/21/2020,0,0,0,0,CITY OF AVALON
05/21/2020,255.8,128,9.99,5,CITY OF AZUSA
05/21/2020,291.78,224,7.82,6,CITY OF BALDWIN PARK
05/21/2020,638.56,232,63.31,23,CITY OF BELL
05/21/2020,450.42,194,23.22,10,CITY OF BELL GARDENS
05/21/2020,385.93,300,15.44,12,CITY OF BELLFLOWER
05/21/2020,365.01,126,14.48,5,CITY OF BEVERLY HILLS
05/21/2020,280.64,3,0,0,CITY OF BRADBURY
05/21/2020,338.68,363,36.39,39,CITY OF BURBANK
05/21/2020,213.79,52,16.45,4,CITY OF CALABASAS
05/21/2020,384.67,361,21.31,20,CITY OF CARSON
05/21/2020,195.74,98,2,1,CITY OF CERRITOS
05/21/2020,90.45,33,0,0,CITY OF CLAREMONT
05/21/2020,313.72,41,0,0,CITY OF COMMERCE
05/21/2020,419.4,419,12.01,12,CITY OF COMPTON
05/21/2020,277.37,136,12.24,6,CITY OF COVINA
05/21/2020,603.77,147,20.54,5,CITY OF CUDAHY
05/21/2020,336.13,134,35.12,14,CITY OF CULVER CITY
05/21/2020,93.89,54,1.74,1,CITY OF DIAMOND BAR
05/21/2020,422.71,483,15.75,18,CITY OF DOWNEY
05/21/2020,454.22,100,63.59,14,CITY OF DUARTE
05/21/2020,316.37,371,13.64,16,CITY OF EL MONTE
05/21/2020,190.64,32,0,0,CITY OF EL SEGUNDO
05/21/2020,358.83,220,34.25,21,CITY OF GARDENA
05/21/2020,424.23,876,34.38,71,CITY OF GLENDALE
05/21/2020,206.58,109,9.48,5,CITY OF GLENDORA
05/21/2020,211.23,31,0,0,CITY OF HAWAIIAN GARDENS
05/21/2020,384.07,341,10.14,9,CITY OF HAWTHORNE
05/21/2020,142.35,28,10.17,2,CITY OF HERMOSA BEACH
05/21/2020,52.91,1,0,0,CITY OF HIDDEN HILLS
05/21/2020,554.77,330,11.77,7,CITY OF HUNTINGTON PARK
05/21/2020,2517.16,11,457.67,2,CITY OF INDUSTRY
05/21/2020,455.18,517,45.78,52,CITY OF INGLEWOOD
05/21/2020,274.16,4,0,0,CITY OF IRWINDALE
05/21/2020,231.96,48,24.16,5,CITY OF LA CANADA FLINTRIDGE
05/21/2020,146.65,8,0,0,CITY OF LA HABRA HEIGHTS
05/21/2020,282.26,140,14.11,7,CITY OF LA MIRADA
05/21/2020,203.95,83,0,0,CITY OF LA PUENTE
05/21/2020,75.12,25,3,1,CITY OF LA VERNE
05/21/2020,181.68,146,6.22,5,CITY OF LAKEWOOD
05/21/2020,311.32,503,4.95,8,CITY OF LANCASTER
05/21/2020,279.65,94,8.92,3,CITY OF LAWNDALE
05/21/2020,231.56,48,28.94,6,CITY OF LOMITA
05/21/2020,544.09,392,40.25,29,CITY OF LYNWOOD
05/21/2020,270.04,35,7.72,1,CITY OF MALIBU
05/21/2020,205.56,74,5.56,2,CITY OF MANHATTAN BEACH
05/21/2020,563.3,158,14.26,4,CITY OF MAYWOOD
05/21/2020,337.63,131,43.81,17,CITY OF MONROVIA
05/21/2020,472.23,304,20.19,13,CITY OF MONTEBELLO
05/21/2020,199.16,124,8.03,5,CITY OF MONTEREY PARK
05/21/2020,303.84,327,11.15,12,CITY OF NORWALK
05/21/2020,376.81,599,9.44,15,CITY OF PALMDALE
05/21/2020,303.21,41,0,0,CITY OF PALOS VERDES ESTATES
05/21/2020,415.9,233,14.28,8,CITY OF PARAMOUNT
05/21/2020,588.02,378,38.89,25,CITY OF PICO RIVERA
05/21/2020,210.35,328,7.05,11,CITY OF POMONA
05/21/2020,189.49,81,23.39,10,CITY OF RANCHO PALOS VERDES
05/21/2020,190.69,131,10.19,7,CITY OF REDONDO BEACH
05/21/2020,103.09,2,0,0,CITY OF ROLLING HILLS
05/21/2020,172.56,14,0,0,CITY OF ROLLING HILLS ESTATES
05/21/2020,128.27,71,5.42,3,CITY OF ROSEMEAD
05/21/2020,115.89,40,2.9,1,CITY OF SAN DIMAS
05/21/2020,702.91,173,28.44,7,CITY OF SAN FERNANDO
05/21/2020,214.88,88,12.21,5,CITY OF SAN GABRIEL
05/21/2020,158.17,21,7.53,1,CITY OF SAN MARINO
05/21/2020,282.64,623,6.81,15,CITY OF SANTA CLARITA
05/21/2020,266.83,49,0,0,CITY OF SANTA FE SPRINGS
05/21/2020,263.94,244,17.31,16,CITY OF SANTA MONICA
05/21/2020,81.9,9,0,0,CITY OF SIERRA MADRE
05/21/2020,152.58,18,0,0,CITY OF SIGNAL HILL
05/21/2020,311.23,65,9.58,2,CITY OF SOUTH EL MONTE
05/21/2020,429.93,422,13.24,13,CITY OF SOUTH GATE
05/21/2020,456.76,119,69.09,18,CITY OF SOUTH PASADENA
05/21/2020,326.43,119,41.15,15,CITY OF TEMPLE CITY
05/21/2020,231.13,345,28.81,43,CITY OF TORRANCE
05/21/2020,478.47,1,0,0,CITY OF VERNON
05/21/2020,114.63,35,3.28,1,CITY OF WALNUT
05/21/2020,232.83,252,6.47,7,CITY OF WEST COVINA
05/21/2020,446.54,165,10.83,4,CITY OF WEST HOLLYWOOD
05/21/2020,71.77,6,0,0,CITY OF WESTLAKE VILLAGE
05/21/2020,296.23,259,9.15,8,CITY OF WHITTIER
05/21/2020,493.03,19941,24.33,984,LOS ANGELES
05/21/2020,487.69,40,24.38,2,LOS ANGELES - ADAMS-NORMANDIE
05/21/2020,353.56,44,0,0,LOS ANGELES - ALSACE
05/21/2020,0,0,0,0,LOS ANGELES - ANGELES NATIONAL FOREST
05/21/2020,559.55,14,0,0,LOS ANGELES - ANGELINO HEIGHTS
05/21/2020,631.36,217,8.73,3,LOS ANGELES - ARLETA
05/21/2020,293.2,43,13.64,2,LOS ANGELES - ATWATER VILLAGE
05/21/2020,456.22,142,25.7,8,LOS ANGELES - BALDWIN HILLS
05/21/2020,391.51,33,0,0,LOS ANGELES - BEL AIR
05/21/2020,287.43,36,15.97,2,LOS ANGELES - BEVERLY CREST
05/21/2020,250.51,33,0,0,LOS ANGELES - BEVERLYWOOD
05/21/2020,570.88,496,14.96,13,LOS ANGELES - BOYLE HEIGHTS
05/21/2020,239.06,74,3.23,1,LOS ANGELES - BRENTWOOD
05/21/2020,0,0,0,0,LOS ANGELES - BROOKSIDE
05/21/2020,379.16,27,0,0,LOS ANGELES - CADILLAC-CORNING
05/21/2020,675.46,441,32.16,21,LOS ANGELES - CANOGA PARK
05/21/2020,501.29,72,48.74,7,LOS ANGELES - CARTHAY
05/21/2020,710.4,277,33.34,13,LOS ANGELES - CENTRAL
05/21/2020,250.16,32,0,0,LOS ANGELES - CENTURY CITY
05/21/2020,515.31,174,5.92,2,LOS ANGELES - CENTURY PALMS/COVE
05/21/2020,431.72,160,62.06,23,LOS ANGELES - CHATSWORTH
05/21/2020,207.17,19,10.9,1,LOS ANGELES - CHEVIOT HILLS
05/21/2020,187.01,15,12.47,1,LOS ANGELES - CHINATOWN
05/21/2020,364.19,53,13.74,2,LOS ANGELES - CLOVERDALE/COCHRAN
05/21/2020,541.15,82,118.79,18,LOS ANGELES - COUNTRY CLUB PARK
05/21/2020,477.26,66,14.46,2,LOS ANGELES - CRENSHAW DISTRICT
05/21/2020,694.93,79,123.15,14,LOS ANGELES - CRESTVIEW
05/21/2020,217.13,65,10.02,3,LOS ANGELES - DEL REY
05/21/2020,418.08,115,10.91,3,LOS ANGELES - DOWNTOWN
05/21/2020,378.89,150,25.26,10,LOS ANGELES - EAGLE ROCK
05/21/2020,672.65,197,109.26,32,LOS ANGELES - EAST HOLLYWOOD
05/21/2020,287.6,41,0,0,LOS ANGELES - ECHO PARK
05/21/2020,344.43,144,35.88,15,LOS ANGELES - EL SERENO
05/21/2020,280.11,16,0,0,LOS ANGELES - ELYSIAN PARK
05/21/2020,412.94,42,0,0,LOS ANGELES - ELYSIAN VALLEY
05/21/2020,254.58,115,26.57,12,LOS ANGELES - ENCINO
05/21/2020,210.46,7,0,0,LOS ANGELES - EXPOSITION
05/21/2020,471.98,212,24.49,11,LOS ANGELES - EXPOSITION PARK
05/21/2020,111.11,4,27.78,1,LOS ANGELES - FAIRCREST HEIGHTS
05/21/2020,378.4,33,0,0,LOS ANGELES - FIGUEROA PARK SQUARE
05/21/2020,592.26,281,18.97,9,LOS ANGELES - FLORENCE-FIRESTONE
05/21/2020,534.74,169,15.82,5,LOS ANGELES - GLASSELL PARK
05/21/2020,483.09,52,18.58,2,LOS ANGELES - GRAMERCY PLACE
05/21/2020,407.28,237,29.21,17,LOS ANGELES - GRANADA HILLS
05/21/2020,595.21,128,13.95,3,LOS ANGELES - GREEN MEADOWS
05/21/2020,440.17,75,11.74,2,LOS ANGELES - HANCOCK PARK
05/21/2020,240.8,70,13.76,4,LOS ANGELES - HARBOR CITY
05/21/2020,254.59,111,6.88,3,LOS ANGELES - HARBOR GATEWAY
05/21/2020,332.09,8,0,0,LOS ANGELES - HARBOR PINES
05/21/2020,593.29,107,60.99,11,LOS ANGELES - HARVARD HEIGHTS
05/21/2020,627.39,238,5.27,2,LOS ANGELES - HARVARD PARK
05/21/2020,320.31,155,2.07,1,LOS ANGELES - HIGHLAND PARK
05/21/2020,807.5,112,36.05,5,LOS ANGELES - HISTORIC FILIPINOTOWN
05/21/2020,363.35,248,8.79,6,LOS ANGELES - HOLLYWOOD
05/21/2020,261.6,77,16.99,5,LOS ANGELES - HOLLYWOOD HILLS
05/21/2020,430.96,123,7.01,2,LOS ANGELES - HYDE PARK
05/21/2020,421.16,34,12.39,1,LOS ANGELES - JEFFERSON PARK
05/21/2020,444.93,230,30.95,16,LOS ANGELES - KOREATOWN
05/21/2020,350.95,16,0,0,LOS ANGELES - LAFAYETTE SQUARE
05/21/2020,395.68,167,11.85,5,LOS ANGELES - LAKE BALBOA
05/21/2020,738.6,97,22.84,3,LOS ANGELES - LAKEVIEW TERRACE
05/21/2020,328.19,50,13.13,2,LOS ANGELES - LEIMERT PARK
05/21/2020,579.81,189,52.15,17,LOS ANGELES - LINCOLN HEIGHTS
05/21/2020,2143.3,172,373.83,30,LOS ANGELES - LITTLE ARMENIA
05/21/2020,391.63,111,7.06,2,LOS ANGELES - LITTLE BANGLADESH
05/21/2020,414.94,13,31.92,1,LOS ANGELES - LITTLE TOKYO
05/21/2020,441.45,19,0,0,LOS ANGELES - LONGWOOD
05/21/2020,212.88,46,4.63,1,LOS ANGELES - LOS FELIZ
05/21/2020,210.87,18,0,0,LOS ANGELES - MANCHESTER SQUARE
05/21/2020,32.01,1,0,0,LOS ANGELES - MANDEVILLE CANYON
05/21/2020,176.59,75,9.42,4,LOS ANGELES - MAR VISTA
05/21/2020,229.36,10,0,0,LOS ANGELES - MARINA PENINSULA
05/21/2020,622.94,484,46.33,36,LOS ANGELES - MELROSE
05/21/2020,319.36,48,13.31,2,LOS ANGELES - MID-CITY
05/21/2020,222.41,40,22.24,4,LOS ANGELES - MIRACLE MILE
05/21/2020,522.3,126,20.73,5,LOS ANGELES - MISSION HILLS
05/21/2020,302.34,73,12.42,3,LOS ANGELES - MT. WASHINGTON
05/21/2020,557.04,343,17.86,11,LOS ANGELES - NORTH HILLS
05/21/2020,387,586,13.21,20,LOS ANGELES - NORTH HOLLYWOOD
05/21/2020,392.57,274,38.68,27,LOS ANGELES - NORTHRIDGE
05/21/2020,211.36,45,14.09,3,LOS ANGELES - PACIFIC PALISADES
05/21/2020,749.56,577,16.89,13,LOS ANGELES - PACOIMA
05/21/2020,78,3,0,0,LOS ANGELES - PALISADES HIGHLANDS
05/21/2020,401.12,176,43.3,19,LOS ANGELES - PALMS
05/21/2020,801.33,603,35.88,27,LOS ANGELES - PANORAMA CITY
05/21/2020,125.18,17,7.36,1,LOS ANGELES - PARK LA BREA
05/21/2020,1089.81,456,119.5,50,LOS ANGELES - PICO-UNION
05/21/2020,62.58,2,0,0,LOS ANGELES - PLAYA DEL REY
05/21/2020,200.97,22,0,0,LOS ANGELES - PLAYA VISTA
05/21/2020,224.79,80,14.05,5,LOS ANGELES - PORTER RANCH
05/21/2020,182.93,12,0,0,LOS ANGELES - RANCHO PARK
05/21/2020,107.91,3,0,0,LOS ANGELES - REGENT SQUARE
05/21/2020,582.12,446,23.49,18,LOS ANGELES - RESEDA
05/21/2020,625.54,29,0,0,LOS ANGELES - RESEDA RANCH
05/21/2020,236.52,10,0,0,LOS ANGELES - REYNIER VILLAGE
05/21/2020,1034.11,807,19.22,15,LOS ANGELES - SAN PEDRO
05/21/2020,225.12,10,0,0,LOS ANGELES - SHADOW HILLS
05/21/2020,237.24,207,11.46,10,LOS ANGELES - SHERMAN OAKS
05/21/2020,360.68,159,22.68,10,LOS ANGELES - SILVERLAKE
05/21/2020,283.15,30,0,0,LOS ANGELES - SOUTH CARTHAY
05/21/2020,684.91,260,15.81,6,LOS ANGELES - SOUTH PARK
05/21/2020,894.42,41,87.26,4,LOS ANGELES - ST ELMO VILLAGE
05/21/2020,316.4,71,22.28,5,LOS ANGELES - STUDIO CITY
05/21/2020,468.72,246,11.43,6,LOS ANGELES - SUN VALLEY
05/21/2020,612.5,125,73.5,15,LOS ANGELES - SUNLAND
05/21/2020,154.56,1,0,0,LOS ANGELES - SYCAMORE SQUARE
05/21/2020,785.21,647,42.48,35,LOS ANGELES - SYLMAR
05/21/2020,385.41,119,25.91,8,LOS ANGELES - TARZANA
05/21/2020,668.66,264,25.33,10,LOS ANGELES - TEMPLE-BEAUDRY
05/21/2020,275.26,27,0,0,LOS ANGELES - THAI TOWN
05/21/2020,183.82,16,0,0,LOS ANGELES - TOLUCA LAKE
05/21/2020,382.85,5,0,0,LOS ANGELES - TOLUCA TERRACE
05/21/2020,161.46,3,0,0,LOS ANGELES - TOLUCA WOODS
05/21/2020,377.56,105,28.77,8,LOS ANGELES - TUJUNGA
05/21/2020,320.79,11,29.16,1,LOS ANGELES - UNIVERSITY HILLS
05/21/2020,517.19,142,3.64,1,LOS ANGELES - UNIVERSITY PARK
05/21/2020,366.47,110,6.66,2,LOS ANGELES - VALLEY GLEN
05/21/2020,764.56,189,32.36,8,LOS ANGELES - VALLEY VILLAGE
05/21/2020,636.31,593,30.04,28,LOS ANGELES - VAN NUYS
05/21/2020,182.97,62,5.9,2,LOS ANGELES - VENICE
05/21/2020,668.6,115,11.63,2,LOS ANGELES - VERMONT KNOLLS
05/21/2020,966.44,74,26.12,2,LOS ANGELES - VERMONT SQUARE
05/21/2020,624,257,9.71,4,LOS ANGELES - VERMONT VISTA
05/21/2020,846.19,440,15.39,8,LOS ANGELES - VERNON CENTRAL
05/21/2020,595.31,50,23.81,2,LOS ANGELES - VICTORIA PARK
05/21/2020,216.57,8,54.14,2,LOS ANGELES - VIEW HEIGHTS
05/21/2020,473.36,202,16.4,7,LOS ANGELES - WATTS
05/21/2020,406.92,20,0,0,LOS ANGELES - WELLINGTON SQUARE
05/21/2020,629.75,174,57.91,16,LOS ANGELES - WEST ADAMS
05/21/2020,310.77,126,17.26,7,LOS ANGELES - WEST HILLS
05/21/2020,183.34,69,7.97,3,LOS ANGELES - WEST LOS ANGELES
05/21/2020,699.05,375,27.96,15,LOS ANGELES - WEST VERNON
05/21/2020,166.66,86,13.57,7,LOS ANGELES - WESTCHESTER
05/21/2020,956.95,568,109.51,65,LOS ANGELES - WESTLAKE
05/21/2020,112.74,61,9.24,5,LOS ANGELES - WESTWOOD
05/21/2020,1475.27,533,16.61,6,LOS ANGELES - WHOLESALE DISTRICT
05/21/2020,308.04,174,5.31,3,LOS ANGELES - WILMINGTON
05/21/2020,402.63,202,29.9,15,LOS ANGELES - WILSHIRE CENTER
05/21/2020,488.55,253,5.79,3,LOS ANGELES - WINNETKA
05/21/2020,217.47,148,16.16,11,LOS ANGELES - WOODLAND HILLS
05/21/2020,125.45,10,12.55,1,UNINCORPORATED - ACTON
05/21/2020,144.3,6,0,0,UNINCORPORATED - AGUA DULCE
05/21/2020,295.74,129,11.46,5,UNINCORPORATED - ALTADENA
05/21/2020,66.31,1,0,0,UNINCORPORATED - ANAVERDE
05/21/2020,0,0,0,0,UNINCORPORATED - ANGELES NATIONAL FOREST
05/21/2020,75.18,6,12.53,1,UNINCORPORATED - ARCADIA
05/21/2020,445.31,189,16.49,7,UNINCORPORATED - ATHENS-WESTMONT
05/21/2020,449.25,22,40.84,2,UNINCORPORATED - ATHENS VILLAGE
05/21/2020,280.44,19,14.76,1,UNINCORPORATED - AVOCADO HEIGHTS
05/21/2020,282.61,45,6.28,1,UNINCORPORATED - AZUSA
05/21/2020,479.18,71,6.75,1,UNINCORPORATED - BASSETT
05/21/2020,0,0,0,0,UNINCORPORATED - BOUQUET CANYON
05/21/2020,0,0,0,0,UNINCORPORATED - BRADBURY
05/21/2020,452.9,35,0,0,UNINCORPORATED - CANYON COUNTRY
05/21/2020,1055.5,287,3.68,1,UNINCORPORATED - CASTAIC
05/21/2020,0,0,0,0,UNINCORPORATED - CERRITOS
05/21/2020,0,0,0,0,UNINCORPORATED - CHARTER OAK
05/21/2020,0,0,0,0,UNINCORPORATED - CLAREMONT
05/21/2020,309.17,52,0,0,UNINCORPORATED - COVINA
05/21/2020,266.28,35,0,0,UNINCORPORATED - COVINA (CHARTER OAK)
05/21/2020,273.16,12,22.76,1,UNINCORPORATED - DEL AIRE
05/21/2020,0,0,0,0,UNINCORPORATED - DEL REY
05/21/2020,82.82,2,41.41,1,UNINCORPORATED - DEL SUR
05/21/2020,200.56,5,40.11,1,UNINCORPORATED - DESERT VIEW HIGHLANDS
05/21/2020,338.75,15,0,0,UNINCORPORATED - DUARTE
05/21/2020,0,0,0,0,UNINCORPORATED - EAST COVINA
05/21/2020,207.86,11,0,0,UNINCORPORATED - EAST LA MIRADA
05/21/2020,0,0,0,0,UNINCORPORATED - EAST LANCASTER
05/21/2020,526.07,659,26.34,33,UNINCORPORATED - EAST LOS ANGELES
05/21/2020,46.85,3,0,0,UNINCORPORATED - EAST PASADENA
05/21/2020,235.17,36,6.53,1,UNINCORPORATED - EAST RANCHO DOMINGUEZ
05/21/2020,131.93,7,0,0,UNINCORPORATED - EAST WHITTIER
05/21/2020,216.13,19,0,0,UNINCORPORATED - EL CAMINO VILLAGE
05/21/2020,0,0,0,0,UNINCORPORATED - EL MONTE
05/21/2020,180.61,3,0,0,UNINCORPORATED - ELIZABETH LAKE
