,Region,Timestamp,Risk_score_level,Risk_score
141,Agoura Hills,2020-05-06 ,0,-0.5581737432721984
142,Agoura Hills,2020-05-07 ,0,-0.3551101853495108
143,Agoura Hills,2020-05-08 ,0,-0.956379224690507
144,Agoura Hills,2020-05-09 ,0,-0.3043109801453273
145,Agoura Hills,2020-05-10 ,0,-0.770854752872244
146,Agoura Hills,2020-05-11 ,0,-0.5923669372480513
147,Agoura Hills,2020-05-12 ,0,-0.5167179561886021
148,Agoura Hills,2020-05-13 ,0,-0.19162922622509487
149,Agoura Hills,2020-05-14 ,1,0.11284903639110377
150,Agoura Hills,2020-05-15 ,0,-0.4779281308392422
151,Agoura Hills,2020-05-16 ,0,-1.0449474333215243
152,Agoura Hills,2020-05-19 ,0,-0.6717141982350521
153,Agoura Hills,2020-05-20 ,0,-0.37018273482522585
154,Agoura Hills,2020-05-21 ,0,-0.2497137824608289
155,Agoura Hills,2020-05-22 ,0,-1.0304560320650915
156,Agoura Hills,2020-05-23 ,0,-0.374155752162862
157,Agoura Hills,2020-05-24 ,0,-0.5292561644997285
158,Agoura Hills,2020-05-25 ,0,-0.7418142343876611
159,Agoura Hills,2020-05-26 ,0,-0.4784130857723291
160,Agoura Hills,2020-05-27 ,0,-0.5107523301200965
161,Agoura Hills,2020-05-28 ,0,-0.3131173581876194
162,Agoura Hills,2020-05-29 ,0,-0.7387163413366308
163,Agoura Hills,2020-05-30 ,0,-0.34958775225081706
164,Agoura Hills,2020-05-31 ,0,-0.5032051456558777
165,Agoura Hills,2020-06-01 ,0,-0.8375809854748821
166,Agoura Hills,2020-06-02 ,0,-0.9621606758086143
167,Agoura Hills,2020-06-03 ,0,-0.754280884278569
168,Agoura Hills,2020-06-04 ,0,-0.7131279887376022
169,Agoura Hills,2020-06-05 ,0,-1.3149915495108395
170,Agoura Hills,2020-06-06 ,0,-1.0680727685584113
171,Agoura Hills,2020-06-07 ,0,-0.9063333771496723
172,Agoura Hills,2020-06-08 ,0,-0.6230324184160209
173,Agoura Hills,2020-06-09 ,0,-0.35363350109752767
174,Agoura Hills,2020-06-10 ,0,-0.5032654424230781
175,Agoura Hills,2020-06-11 ,0,-0.5594373945879246
176,Agoura Hills,2020-06-12 ,0,-0.8974962641793521
177,Agoura Hills,2020-06-13 ,0,-0.9408925748486098
178,Agoura Hills,2020-06-14 ,0,-0.8077188355555287
179,Agoura Hills,2020-06-15 ,0,-0.8161477136039471
180,Agoura Hills,2020-06-16 ,0,-0.6606172468924565
181,Agoura Hills,2020-06-17 ,0,-0.6186933973553002
182,Agoura Hills,2020-06-18 ,0,-0.5596260272759759
183,Agoura Hills,2020-06-19 ,0,-0.19370160499817507
184,Agoura Hills,2020-06-20 ,0,-0.6341476699447707
185,Agoura Hills,2020-06-21 ,0,0.07917833619173106
186,Agoura Hills,2020-06-22 ,1,0.23663618789369537
187,Agoura Hills,2020-06-23 ,0,0.07427810942228093
188,Agoura Hills,2020-06-24 ,0,-0.06180184020275348
189,Agoura Hills,2020-06-25 ,1,0.3035928151476597
190,Agoura Hills,2020-06-26 ,1,0.17930123543697088
191,Agoura Hills,2020-06-27 ,1,0.11554784461330932
192,Agoura Hills,2020-06-28 ,1,0.7084719990679796
193,Agoura Hills,2020-06-29 ,1,0.6952146872881008
194,Agoura Hills,2020-06-30 ,1,0.49453203050763184
195,Agoura Hills,2020-07-01 ,1,0.7119473921128836
196,Agoura Hills,2020-07-02 ,2,1.7455909412176067
197,Agoura Hills,2020-07-03 ,0,0.015057533938357784
198,Agoura Hills,2020-07-04 ,0,-0.4041335686434209
199,Agoura Hills,2020-07-05 ,1,0.5158425972842251
200,Agoura Hills,2020-07-06 ,0,-0.2741020651601286
201,Agoura Hills,2020-07-07 ,0,-0.20916150841415457
202,Agoura Hills,2020-07-08 ,0,-0.3215192551923488
203,Agoura Hills,2020-07-12 ,0,-0.27138519136954004
204,Agoura Hills,2020-07-13 ,1,0.13526254131014576
205,Agoura Hills,2020-07-14 ,0,-0.04845983140746854
206,Agoura Hills,2020-07-15 ,0,0.03879334461592802
207,Agoura Hills,2020-07-16 ,2,1.1384524690943003
208,Agoura Hills,2020-07-17 ,1,0.3493707308124496
209,Agoura Hills,2020-07-18 ,1,0.1722950795531578
210,Agoura Hills,2020-07-19 ,0,-0.257711433045767
211,Agoura Hills,2020-07-20 ,0,-0.5273163447673808
212,Agoura Hills,2020-07-21 ,0,-0.3478393806197751
213,Agoura Hills,2020-07-22 ,0,-0.5686100109710723
214,Agoura Hills,2020-07-23 ,0,-0.3417135106135344
215,Agoura Hills,2020-07-24 ,0,-0.6522568772332309
216,Agoura Hills,2020-07-25 ,0,-0.6624364730904032
217,Agoura Hills,2020-07-26 ,0,-0.5226303240230435
218,Alhambra,2020-03-23 ,1,0.2701385872056816
219,Alhambra,2020-03-24 ,1,0.18974608670292137
220,Alhambra,2020-03-25 ,1,0.18363525329917169
221,Alhambra,2020-03-26 ,1,0.1470212865065228
222,Alhambra,2020-03-27 ,1,0.11146521357784617
223,Alhambra,2020-03-28 ,1,0.16183130136010307
224,Alhambra,2020-03-29 ,0,0.0625206342722372
225,Alhambra,2020-03-30 ,0,0.03625384687419113
226,Alhambra,2020-03-31 ,0,0.07004648600623006
227,Alhambra,2020-04-01 ,1,0.14506930563612697
228,Alhambra,2020-04-02 ,0,0.032601170289070044
229,Alhambra,2020-04-03 ,1,0.10663610088202699
230,Alhambra,2020-04-04 ,1,0.22651742567805094
231,Alhambra,2020-04-05 ,1,0.2085897552827145
232,Alhambra,2020-04-06 ,1,0.26797148849120395
233,Alhambra,2020-04-07 ,1,0.18029454751217236
234,Alhambra,2020-04-08 ,1,0.17493263262645997
235,Alhambra,2020-04-09 ,1,0.15837327369578733
236,Alhambra,2020-04-10 ,1,0.13756530960883037
237,Alhambra,2020-04-11 ,1,0.22442726570770466
238,Alhambra,2020-04-12 ,1,0.10044050727565816
239,Alhambra,2020-04-13 ,1,0.17272598284884916
240,Alhambra,2020-04-14 ,1,0.18661134598943308
241,Alhambra,2020-04-15 ,0,-0.028095400015415103
242,Alhambra,2020-04-16 ,0,-0.08845592496161049
243,Alhambra,2020-04-17 ,1,0.14009363766850164
244,Alhambra,2020-04-18 ,1,0.3926713309577197
245,Alhambra,2020-04-19 ,1,0.39678419775287244
246,Alhambra,2020-04-20 ,1,0.45238960876653
247,Alhambra,2020-04-21 ,1,0.2832610530513565
248,Alhambra,2020-04-22 ,0,-0.03578871971518493
249,Alhambra,2020-04-23 ,1,0.1318533151166197
250,Alhambra,2020-04-24 ,1,0.19324577334116838
251,Alhambra,2020-04-25 ,1,0.28917779224766876
252,Alhambra,2020-04-26 ,1,0.1717056430798855
253,Alhambra,2020-04-27 ,0,0.00980777611563129
254,Alhambra,2020-04-28 ,1,0.20803415437339953
255,Alhambra,2020-04-29 ,0,0.06529847240480172
256,Alhambra,2020-04-30 ,0,0.06184687941555391
257,Alhambra,2020-05-01 ,0,-0.014642380473792939
258,Alhambra,2020-05-02 ,1,0.22311481387919105
259,Alhambra,2020-05-03 ,0,0.090856058761954
260,Alhambra,2020-05-04 ,0,0.014772405287234863
261,Alhambra,2020-05-05 ,0,0.013844702650714923
262,Alhambra,2020-05-06 ,1,0.25305324905954124
263,Alhambra,2020-05-07 ,1,0.15072172391262234
264,Alhambra,2020-05-08 ,1,0.1199329686105779
265,Alhambra,2020-05-09 ,1,0.28365867159348607
266,Alhambra,2020-05-10 ,1,0.2909909838334095
267,Alhambra,2020-05-11 ,1,0.30155228258803185
268,Alhambra,2020-05-12 ,1,0.2669789398619734
269,Alhambra,2020-05-13 ,1,0.3058411044634908
270,Alhambra,2020-05-14 ,1,0.21915893096716144
271,Alhambra,2020-05-15 ,1,0.36849886388027936
272,Alhambra,2020-05-16 ,0,-0.00853293385346307
273,Alhambra,2020-05-19 ,1,0.2295269121130615
274,Alhambra,2020-05-20 ,1,0.3510169611474085
275,Alhambra,2020-05-21 ,0,0.06470753625394983
276,Alhambra,2020-05-22 ,1,0.2837358322229646
277,Alhambra,2020-05-23 ,1,0.5265483513832081
278,Alhambra,2020-05-24 ,1,0.49565952578958977
