ZIP,confirmed_cases,population,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Venice,73.32835820895522,37705.0,2.0,77.68634328358206,34.802014925373136,80.86000000000003,-40.82089552238806,-13.873134328358208,-21.059701492537314,-44.02238805970149,-40.223880597014926,17.08955223880597
Vermont Knolls,190.34351145038167,20616.0,1.0,78.01015267175569,34.64305343511451,81.36832061068704,-41.11450381679389,-14.297709923664122,-21.061068702290076,-44.25190839694657,-40.404580152671755,17.114503816793892
Vermont Vista,450.15503875968994,23291.0,1.0,78.41085271317829,34.70992248062016,81.8125581395349,-41.06976744186046,-14.37984496124031,-20.94573643410853,-44.24031007751938,-40.44961240310077,17.069767441860463
Vernon Central,755.5271317829457,94.0,2.0,78.41085271317829,34.70992248062016,81.8125581395349,-41.06976744186046,-14.37984496124031,-20.94573643410853,-44.24031007751938,-40.44961240310077,17.069767441860463
Walnut,62.378787878787875,30004.0,2.0,77.86689393939392,34.65886363636364,81.15492424242426,-41.04545454545455,-14.166666666666666,-21.12878787878788,-44.21212121212121,-40.36363636363637,17.12121212121212
Watts,427.416,36815.0,1.0,79.52463999999999,34.92472000000001,82.99680000000001,-40.944,-14.16,-20.528,-44.032,-40.28,16.944
West Adams,244.8507462686567,21764.0,1.0,77.68634328358206,34.802014925373136,80.86000000000003,-40.82089552238806,-13.873134328358208,-21.059701492537314,-44.02238805970149,-40.223880597014926,17.08955223880597
West Covina,589.9147286821706,104893.0,2.0,78.41085271317829,34.70992248062016,81.8125581395349,-41.06976744186046,-14.37984496124031,-20.94573643410853,-44.24031007751938,-40.44961240310077,17.069767441860463
West Hills,137.1044776119403,38814.0,2.0,77.68634328358206,34.802014925373136,80.86000000000003,-40.82089552238806,-13.873134328358208,-21.059701492537314,-44.02238805970149,-40.223880597014926,17.08955223880597
West Hollywood,190.82835820895522,35716.0,2.0,77.68634328358206,34.802014925373136,80.86000000000003,-40.82089552238806,-13.873134328358208,-21.059701492537314,-44.02238805970149,-40.223880597014926,17.08955223880597
West Vernon,551.7985074626865,94.0,2.0,77.68634328358206,34.802014925373136,80.86000000000003,-40.82089552238806,-13.873134328358208,-21.059701492537314,-44.02238805970149,-40.223880597014926,17.08955223880597
Westchester,111.05223880597015,41500.0,2.0,77.68634328358206,34.802014925373136,80.86000000000003,-40.82089552238806,-13.873134328358208,-21.059701492537314,-44.02238805970149,-40.223880597014926,17.08955223880597
Westlake,771.5813953488372,103839.0,1.0,78.41085271317829,34.70992248062016,81.8125581395349,-41.06976744186046,-14.37984496124031,-20.94573643410853,-44.24031007751938,-40.44961240310077,17.069767441860463
Westwood,89.87786259541984,47916.0,2.0,78.01015267175569,34.64305343511451,81.36832061068704,-41.11450381679389,-14.297709923664122,-21.061068702290076,-44.25190839694657,-40.404580152671755,17.114503816793892
Whittier,454.55725190839695,83838.0,2.0,78.01015267175569,34.64305343511451,81.36832061068704,-41.11450381679389,-14.297709923664122,-21.061068702290076,-44.25190839694657,-40.404580152671755,17.114503816793892
Wholesale District,742.015873015873,7245.0,1.0,79.25857142857141,34.87325396825398,82.70634920634922,-40.96031746031746,-14.206349206349206,-20.634920634920636,-44.07936507936508,-40.34920634920635,16.99206349206349
Willowbrook,331.3809523809524,34336.0,1.0,79.25857142857141,34.87325396825398,82.70634920634922,-40.96031746031746,-14.206349206349206,-20.634920634920636,-44.07936507936508,-40.34920634920635,16.99206349206349
Wilmington,362.375,51517.0,1.0,78.74078124999998,34.797031249999996,82.14203125000002,-40.984375,-14.2890625,-20.828125,-44.1640625,-40.46875,17.078125
Wilshire Center,291.45669291338584,151328.0,1.0,78.99866141732281,34.82866141732284,82.42118110236221,-40.976377952755904,-14.251968503937007,-20.74015748031496,-44.125984251968504,-40.41732283464567,17.03937007874016
Winnetka,317.37692307692305,46943.0,2.0,78.17338461538459,34.65446153846155,81.58638461538463,-41.12307692307692,-14.36923076923077,-21.0,-44.253846153846155,-40.4,17.076923076923077
Woodland Hills,208.796992481203,59661.0,2.0,77.75774436090224,34.71548872180452,80.99045112781957,-40.94736842105263,-14.037593984962406,-21.06015037593985,-44.12781954887218,-40.30827067669173,17.112781954887218
