ZIP,confirmed_cases,population,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
South Park,789.260606060606,30496.0,1.0,86.01375757575758,37.666424242424256,90.5010303030303,-38.52121212121212,-13.67878787878788,-16.939393939393938,-43.38787878787879,-39.842424242424244,16.048484848484847
South Pasadena,134.30232558139534,24303.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
South Whittier,564.327380952381,55285.0,2.0,85.31416666666667,37.49511904761907,89.74845238095239,-38.666666666666664,-13.696428571428571,-17.19047619047619,-43.470238095238095,-39.80357142857143,16.095238095238095
Stevenson Ranch,61.59763313609467,8609.0,2.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Studio City,107.75739644970415,34034.0,2.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Sun Valley,551.3832335329341,75848.0,2.0,85.48497005988024,37.5210778443114,89.96838323353293,-38.65868263473054,-13.748502994011975,-17.119760479041915,-43.467065868263475,-39.796407185628745,16.059880239520957
Sunland,198.710843373494,15316.0,2.0,85.69108433734941,37.57849397590363,90.20909638554217,-38.62048192771084,-13.716867469879517,-17.018072289156628,-43.42168674698795,-39.74096385542169,16.00602409638554
Sylmar,1235.9823529411765,69499.0,2.0,85.03076470588235,37.51823529411767,89.35423529411766,-38.56470588235294,-13.5,-17.235294117647058,-43.38235294117647,-39.73529411764706,16.105882352941176
Tarzana,270.0348837209302,35502.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
Temple City,223.3939393939394,33296.0,2.0,85.92230303030303,37.63957575757578,90.43818181818182,-38.56363636363636,-13.72121212121212,-16.951515151515153,-43.406060606060606,-39.775757575757574,15.993939393939394
Torrance,576.0988372093024,137933.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
