ZIP,confirmed_cases,population,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Tujunga,171.15976331360946,26527.0,2.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
University Park,326.0059171597633,23596.0,1.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Valinda,268.37423312883436,21568.0,2.0,86.50325153374233,37.76055214723929,91.03981595092024,-38.47239263803681,-13.607361963190185,-16.742331288343557,-43.31288343558282,-39.74233128834356,15.969325153374234
Valley Glen,224.30769230769232,59230.0,2.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Van Nuys,1101.7869822485206,103770.0,1.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Venice,110.51744186046511,37705.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
Vermont Knolls,287.603550295858,20616.0,1.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Vermont Vista,715.5209580838323,23291.0,1.0,85.48497005988024,37.5210778443114,89.96838323353293,-38.65868263473054,-13.748502994011975,-17.119760479041915,-43.467065868263475,-39.796407185628745,16.059880239520957
Vernon Central,1165.4610778443114,94.0,2.0,85.48497005988024,37.5210778443114,89.96838323353293,-38.65868263473054,-13.748502994011975,-17.119760479041915,-43.467065868263475,-39.796407185628745,16.059880239520957
Walnut,99.23529411764706,30004.0,2.0,85.03076470588235,37.51823529411767,89.35423529411766,-38.56470588235294,-13.5,-17.235294117647058,-43.38235294117647,-39.73529411764706,16.105882352941176
Watts,702.9938650306749,36815.0,1.0,86.50325153374233,37.76055214723929,91.03981595092024,-38.47239263803681,-13.607361963190185,-16.742331288343557,-43.31288343558282,-39.74233128834356,15.969325153374234
West Adams,357.36046511627904,21764.0,1.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
West Covina,1000.4491017964071,104893.0,2.0,85.48497005988024,37.5210778443114,89.96838323353293,-38.65868263473054,-13.748502994011975,-17.119760479041915,-43.467065868263475,-39.796407185628745,16.059880239520957
West Hills,202.63953488372093,38814.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
West Hollywood,251.04651162790697,35716.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
West Vernon,856.4651162790698,94.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
Westchester,162.25,41500.0,2.0,84.86819767441861,37.643546511627925,89.05098837209303,-38.366279069767444,-13.226744186046512,-17.38953488372093,-43.22093023255814,-39.56976744186046,16.063953488372093
Westlake,1074.802395209581,103839.0,1.0,85.48497005988024,37.5210778443114,89.96838323353293,-38.65868263473054,-13.748502994011975,-17.119760479041915,-43.467065868263475,-39.796407185628745,16.059880239520957
Westwood,134.63313609467457,47916.0,2.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Whittier,766.5029585798817,83838.0,2.0,85.15905325443786,37.49059171597635,89.53218934911243,-38.62721893491124,-13.597633136094675,-17.266272189349113,-43.44378698224852,-39.77514792899408,16.106508875739646
Wholesale District,1049.6646341463415,7245.0,1.0,86.25780487804877,37.708414634146365,90.76817073170731,-38.5,-13.646341463414634,-16.847560975609756,-43.353658536585364,-39.798780487804876,16.01219512195122
Willowbrook,541.189024390244,34336.0,1.0,86.25780487804877,37.708414634146365,90.76817073170731,-38.5,-13.646341463414634,-16.847560975609756,-43.353658536585364,-39.798780487804876,16.01219512195122
Wilmington,612.5301204819277,51517.0,1.0,85.71355421686748,37.58144578313255,90.19463855421687,-38.602409638554214,-13.75301204819277,-17.05421686746988,-43.45180722891566,-39.83132530120482,16.048192771084338
Wilshire Center,442.9030303030303,151328.0,1.0,86.01375757575758,37.666424242424256,90.5010303030303,-38.52121212121212,-13.67878787878788,-16.939393939393938,-43.38787878787879,-39.842424242424244,16.048484848484847
Winnetka,478.1190476190476,46943.0,2.0,85.31416666666667,37.49511904761907,89.74845238095239,-38.666666666666664,-13.696428571428571,-17.19047619047619,-43.470238095238095,-39.80357142857143,16.095238095238095
Woodland Hills,324.98830409356725,59661.0,2.0,84.93228070175438,37.569649122807036,89.20309941520469,-38.47953216374269,-13.374269005847953,-17.257309941520468,-43.30409356725146,-39.67251461988304,16.093567251461987
