ZIP,confirmed_cases,population,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Del Rey,117.19463087248322,28010.0,2.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
Diamond Bar,146.44805194805195,56784.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Downey,1277.63698630137,107323.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Downtown,235.94666666666666,27849.0,1.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Duarte,167.6326530612245,21486.0,2.0,82.9695918367347,36.46795918367348,86.83537414965986,-39.65986394557823,-13.965986394557824,-18.836734693877553,-43.5578231292517,-40.136054421768705,16.54421768707483
Eagle Rock,230.44444444444446,32493.0,2.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
East Hollywood,255.5608108108108,73967.0,1.0,82.65344594594595,36.38074324324326,86.51648648648647,-39.74324324324324,-14.047297297297296,-18.9527027027027,-43.62837837837838,-40.12162162162162,16.54054054054054
East Los Angeles,1869.0066225165563,125897.0,1.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Echo Park,69.74172185430463,40455.0,1.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
El Monte,1302.7928571428572,116249.0,1.0,84.87507142857143,36.944071428571455,88.87121428571429,-39.378571428571426,-13.621428571428572,-17.857142857142858,-43.18571428571428,-39.82857142857143,16.271428571428572
El Segundo,47.29333333333334,15970.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
El Sereno,370.85915492957747,40954.0,2.0,84.22985915492958,36.741408450704235,88.23302816901408,-39.53521126760563,-13.767605633802816,-18.309859154929576,-43.32394366197183,-39.83098591549296,16.302816901408452
Encino,180.44155844155844,41905.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Exposition Park,416.70068027210885,31062.0,1.0,82.9695918367347,36.46795918367348,86.83537414965986,-39.65986394557823,-13.965986394557824,-18.836734693877553,-43.5578231292517,-40.136054421768705,16.54421768707483
Gardena,387.0194805194805,57818.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Glassell Park,249.39583333333334,23467.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Glendale,1148.6948051948052,195047.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Glendora,341.18791946308727,50177.0,2.0,82.59476510067114,36.4740268456376,86.35892617449664,-39.604026845637584,-13.87248322147651,-19.093959731543624,-43.53020134228188,-40.0,16.503355704697988
Granada Hills,391.7597402597403,50535.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Hacienda Heights,302.9513888888889,53525.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Hancock Park,98.59602649006622,9804.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Harbor City,165.36805555555554,23561.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Harbor Gateway,275.56849315068496,39688.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Harvard Heights,192.95890410958904,18587.0,1.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Harvard Park,516.2237762237762,10297.0,1.0,83.99937062937065,36.680209790209815,87.96573426573426,-39.57342657342657,-13.804195804195805,-18.41958041958042,-43.37762237762238,-39.89510489510489,16.363636363636363
Hawthorne,603.6225165562914,86265.0,1.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Highland Park,355.14383561643837,57566.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Hollywood,398.4013157894737,77818.0,1.0,81.97032894736842,36.34164473684213,85.6733552631579,-39.671052631578945,-13.756578947368421,-19.105263157894736,-43.546052631578945,-40.00657894736842,16.592105263157894
Hollywood Hills,109.49342105263158,21588.0,2.0,81.97032894736842,36.34164473684213,85.6733552631579,-39.671052631578945,-13.756578947368421,-19.105263157894736,-43.546052631578945,-40.00657894736842,16.592105263157894
Huntington Park,914.8169014084507,61370.0,1.0,84.22985915492958,36.741408450704235,88.23302816901408,-39.53521126760563,-13.767605633802816,-18.309859154929576,-43.32394366197183,-39.83098591549296,16.302816901408452
Hyde Park,246.1768707482993,36635.0,1.0,82.9695918367347,36.46795918367348,86.83537414965986,-39.65986394557823,-13.965986394557824,-18.836734693877553,-43.5578231292517,-40.136054421768705,16.54421768707483
Inglewood,863.3506493506494,112482.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Koreatown,376.8051948051948,115070.0,1.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
La Canada Flintridge,64.61744966442953,20009.0,2.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
La Mirada,260.5779220779221,46782.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
La Puente,396.5310344827586,41009.0,2.0,83.47958620689656,36.562551724137954,87.39110344827586,-39.62068965517241,-13.889655172413793,-18.641379310344828,-43.47586206896552,-40.02758620689655,16.46206896551724
La Verne,110.57046979865771,33117.0,2.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
Lake Balboa,291.8,24238.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Lake Los Angeles,60.24817518248175,11141.0,2.0,85.73211678832116,37.164087591240886,89.77802919708029,-39.32846715328467,-13.459854014598541,-17.474452554744527,-43.02919708029197,-39.57664233576642,16.131386861313867
Lakewood,366.79333333333335,79412.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Lancaster,917.5496688741722,120783.0,2.0,82.19172185430463,36.392649006622534,85.91331125827814,-39.66225165562914,-13.80794701986755,-19.218543046357617,-43.549668874172184,-39.966887417218544,16.549668874172184
Lawndale,191.65562913907286,31729.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Leimert Park,100.40972222222223,11782.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Lincoln Heights,375.83561643835617,26616.0,1.0,83.22280821917809,36.52294520547947,87.11232876712327,-39.636986301369866,-13.924657534246576,-18.732876712328768,-43.513698630136986,-40.07534246575342,16.5
Lomita,77.4,19984.0,2.0,82.29913333333333,36.35833333333335,86.08706666666666,-39.71333333333333,-13.833333333333334,-19.053333333333335,-43.56666666666667,-39.99333333333333,16.54
Los Feliz,71.02027027027027,35238.0,2.0,82.65344594594595,36.38074324324326,86.51648648648647,-39.74324324324324,-14.047297297297296,-18.9527027027027,-43.62837837837838,-40.12162162162162,16.54054054054054
Lynwood,991.8954248366013,69899.0,2.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
Manhattan Beach,122.57792207792208,34039.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Mar Vista,111.01960784313725,35492.0,2.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
Maywood,456.3888888888889,28083.0,1.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Melrose,696.1428571428571,31138.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Miracle Mile,60.84,7295.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Monrovia,238.125,36817.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Montebello,708.9448275862069,61960.0,2.0,83.4884827586207,36.55075862068968,87.43193103448274,-39.6551724137931,-13.841379310344827,-18.6,-43.44827586206897,-39.92413793103448,16.427586206896553
Monterey Park,265.8169934640523,59933.0,2.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
Mt. Washington,163.06849315068493,12728.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
North Hills,608.1111111111111,53095.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
North Hollywood,1032.1045751633987,77848.0,1.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
Northridge,445.81168831168833,57561.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Norwalk,968.5753424657535,103223.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Pacoima,1070.7777777777778,75014.0,2.0,83.73812500000001,36.61361111111113,87.67513888888887,-39.59722222222222,-13.847222222222221,-18.53472222222222,-43.43055555555556,-39.96527777777778,16.416666666666668
Palmdale,1138.8367346938776,117432.0,2.0,82.9695918367347,36.46795918367348,86.83537414965986,-39.65986394557823,-13.965986394557824,-18.836734693877553,-43.5578231292517,-40.136054421768705,16.54421768707483
Palms,223.0066225165563,42545.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Panorama City,965.1310344827587,65766.0,1.0,83.47786206896552,36.55724137931036,87.39048275862068,-39.62068965517241,-13.889655172413793,-18.641379310344828,-43.47586206896552,-40.02758620689655,16.46206896551724
Paramount,701.1351351351351,55319.0,2.0,82.65344594594595,36.38074324324326,86.51648648648647,-39.74324324324324,-14.047297297297296,-18.9527027027027,-43.62837837837838,-40.12162162162162,16.54054054054054
Park La Brea,33.450331125827816,150898.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Pasadena,970.8896103896104,134941.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Pico Rivera,780.2054794520548,63151.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Playa Vista,43.615894039735096,2416.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Pomona,1381.551724137931,150269.0,2.0,83.47786206896552,36.55724137931036,87.39048275862068,-39.62068965517241,-13.889655172413793,-18.641379310344828,-43.47586206896552,-40.02758620689655,16.46206896551724
Porter Ranch,120.84931506849315,24923.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
Rancho Palos Verdes,116.87837837837837,41301.0,2.0,82.65344594594595,36.38074324324326,86.51648648648647,-39.74324324324324,-14.047297297297296,-18.9527027027027,-43.62837837837838,-40.12162162162162,16.54054054054054
Redondo Beach,199.89333333333335,63261.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Reseda,730.7086092715232,62174.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Rosemead,236.83098591549296,53280.0,2.0,84.22985915492958,36.741408450704235,88.23302816901408,-39.53521126760563,-13.767605633802816,-18.309859154929576,-43.32394366197183,-39.83098591549296,16.302816901408452
Rowland Heights,218.15384615384616,47524.0,2.0,83.99937062937065,36.680209790209815,87.96573426573426,-39.57342657342657,-13.804195804195805,-18.41958041958042,-43.37762237762238,-39.89510489510489,16.363636363636363
San Dimas,135.66233766233765,35064.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
San Fernando,271.31756756756755,23534.0,2.0,82.72013513513514,36.44385135135137,86.5718918918919,-39.695945945945944,-13.89864864864865,-18.756756756756758,-43.54054054054054,-40.03378378378378,16.506756756756758
San Gabriel,189.986301369863,39306.0,2.0,83.22287671232876,36.5069178082192,87.11034246575342,-39.64383561643836,-13.931506849315069,-18.746575342465754,-43.52054794520548,-40.08904109589041,16.506849315068493
San Pedro,840.6493506493506,80065.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Santa Clarita,985.0522875816994,157447.0,2.0,81.88026143790849,36.40679738562093,85.52849673202614,-39.568627450980394,-13.61437908496732,-19.11764705882353,-43.45751633986928,-39.93464052287582,16.575163398692812
Santa Monica,322.7857142857143,84084.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Sherman Oaks,323.7077922077922,61166.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Silverlake,236.09868421052633,30972.0,2.0,82.14276315789475,36.51730263157896,85.8071052631579,-39.48026315789474,-13.611842105263158,-19.11842105263158,-43.38815789473684,-39.8421052631579,16.49342105263158
South El Monte,240.02205882352942,20935.0,2.0,86.02522058823529,37.2479411764706,90.09095588235293,-39.3014705882353,-13.419117647058824,-17.316176470588236,-42.963235294117645,-39.48529411764706,16.066176470588236
South Gate,1344.087837837838,96418.0,2.0,82.65344594594595,36.38074324324326,86.51648648648647,-39.74324324324324,-14.047297297297296,-18.9527027027027,-43.62837837837838,-40.12162162162162,16.54054054054054
South Park,655.3061224489796,30496.0,1.0,82.9695918367347,36.46795918367348,86.83537414965986,-39.65986394557823,-13.965986394557824,-18.836734693877553,-43.5578231292517,-40.136054421768705,16.54421768707483
South Pasadena,120.8896103896104,24303.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
South Whittier,443.3466666666667,55285.0,2.0,82.24693333333333,36.30006666666669,86.0658,-39.8,-13.98,-19.08,-43.64666666666667,-40.086666666666666,16.586666666666666
Stevenson Ranch,50.90728476821192,8609.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Studio City,93.86092715231788,34034.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Sun Valley,448.63758389261744,75848.0,2.0,82.41778523489933,36.321140939597335,86.28758389261743,-39.79865771812081,-14.04026845637584,-19.013422818791945,-43.644295302013425,-40.080536912751676,16.550335570469798
Sunland,173.6216216216216,15316.0,2.0,82.62824324324325,36.37743243243245,86.5327027027027,-39.763513513513516,-14.006756756756756,-18.91216216216216,-43.5945945945946,-40.020270270270274,16.493243243243242
Sylmar,1034.2236842105262,69499.0,2.0,81.97032894736842,36.34164473684213,85.6733552631579,-39.671052631578945,-13.756578947368421,-19.105263157894736,-43.546052631578945,-40.00657894736842,16.592105263157894
Tarzana,236.25324675324674,35502.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Temple City,191.2721088435374,33296.0,2.0,82.8669387755102,36.43782312925172,86.76482993197278,-39.70748299319728,-14.013605442176871,-18.85034013605442,-43.57823129251701,-40.06122448979592,16.482993197278912
Torrance,492.5779220779221,137933.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Tujunga,141.42384105960264,26527.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
University Park,263.3377483443709,23596.0,1.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Valinda,215.29655172413794,21568.0,2.0,83.47786206896552,36.55724137931036,87.39048275862068,-39.62068965517241,-13.889655172413793,-18.641379310344828,-43.47586206896552,-40.02758620689655,16.46206896551724
Valley Glen,185.72847682119206,59230.0,2.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Van Nuys,921.225165562914,103770.0,1.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
Venice,92.58441558441558,37705.0,2.0,81.8285064935065,36.49688311688313,85.38246753246754,-39.435064935064936,-13.448051948051948,-19.253246753246753,-43.36363636363637,-39.81818181818182,16.538961038961038
Vermont Knolls,241.81456953642385,20616.0,1.0,82.09364238410596,36.30291390728478,85.84814569536424,-39.74834437086093,-13.867549668874172,-19.1523178807947,-43.615894039735096,-40.05298013245033,16.596026490066226
